Site,Region,Plot_No,Species_Code,Latin_Name,DBH(cm),Browse,Other_damage
 TNCW_7SW,ME,990,NA,No species found,0.0,,
 TNCW_7SW,ME,989,NA,No species found,0.0,,
 TNCW_7SW,ME,988,NA,No species found,0.0,,
 TNCW_7SW,ME,987,PIRI,Pinus rigida,6.9,,
TNCW_18,ME,1073,NA,No species found,0.0,,
TNCW_18,ME,1072,NA,No species found,0.0,,
TNCW_18,ME,1071,NA,No species found,0.0,,
TNCW_18,ME,1067,NA,No species found,0.0,,
TNCW_18,ME,1066,NA,No species found,0.0,,
TNCW_18,ME,1065,NA,No species found,0.0,,
TNCW_18,ME,1046,NA,No species found,0.0,,
TNCW_18,ME,1045,NA,No species found,0.0,,
TNCW_18,ME,1044,NA,No species found,0.0,,
TNCW_18,ME,1043,QUIL,Quercus ilicifolia,3.9,,
TNCW_18,ME,1043,PIRI,Pinus rigida,7.1,,
TNCW_18,ME,1042,NA,No species found,0.0,,
TNCW_18,ME,1041,PIRI,Pinus rigida,6.9,,
TNCW_18,ME,1040,NA,No species found,0.0,,
TNCW_18,ME,1039,NA,No species found,0.0,,
TNCW_18,ME,1038,NA,No species found,0.0,,
TNCW_18,ME,1037,NA,No species found,0.0,,
TNCW_18,ME,1036,NA,No species found,0.0,,
TNCW_18,ME,1035,NA,No species found,0.0,,
TNCW_18,ME,1034,NA,No species found,0.0,,
TNCW_18,ME,1033,NA,No species found,0.0,,
TNCW_10SE,ME,1031,QUIL,Quercus ilicifolia,2.6,,
TNCW_10SE,ME,1030,QUIL,Quercus ilicifolia,3.2,,
TNCW_10SE,ME,1029,QUIL,Quercus ilicifolia,3.0,,
TNCW_10SE,ME,1029,QUIL,Quercus ilicifolia,3.9,,
TNCW_10SE,ME,1029,QUIL,Quercus ilicifolia,3.4,,
TNCW_10SE,ME,1029,QUIL,Quercus ilicifolia,3.4,,
TNCW_10SE,ME,1028,QUIL,Quercus ilicifolia,2.6,,
TNCW_10SE,ME,1028,QUIL,Quercus ilicifolia,3.0,,
TNCW_10SE,ME,1028,QUIL,Quercus ilicifolia,3.7,,
TNCW_10SE,ME,1028,QUIL,Quercus ilicifolia,4.4,,
TNCW_10SE,ME,1028,PRSE,Prunus serotina,3.5,,
TNCW_10SE,ME,1027,QUIL,Quercus ilicifolia,3.2,,
TNCW_10SE,ME,1027,QUIL,Quercus ilicifolia,2.7,,
TNCW_10SE,ME,1027,QUIL,Quercus ilicifolia,3.3,,
TNCW_10SE,ME,1027,QUIL,Quercus ilicifolia,3.1,,
TNCW_10SE,ME,1026,QUIL,Quercus ilicifolia,3.1,,
TNCW_10SE,ME,1026,QUIL,Quercus ilicifolia,2.8,,
TNCW_10SE,ME,1026,QUIL,Quercus ilicifolia,3.8,,
TNCW_10SE,ME,1026,PRSE,Prunus serotina,3.9,,
TNCW_10SE,ME,1025,QUIL,Quercus ilicifolia,2.7,,
TNCW_10SE,ME,1025,PIRI,Pinus rigida,8.3,,DYING
TNCW_10SE,ME,1025,QUIL,Quercus ilicifolia,4.9,,
TNCW_10SE,ME,1025,QUIL,Quercus ilicifolia,3.3,,
TNCW_10SE,ME,1025,QUIL,Quercus ilicifolia,3.0,,
TNCW_10SE,ME,1024,QUIL,Quercus ilicifolia,2.7,,
TNCW_10SE,ME,1023,PIST,Pinus strobus,3.3,,
TNCW_10SE,ME,1023,QUIL,Quercus ilicifolia,2.5,,
TNCW_10SE,ME,1023,QUIL,Quercus ilicifolia,3.0,,
TNCW_10SE,ME,1022,QUIL,Quercus ilicifolia,3.8,,
TNCW_10SE,ME,1022,QUIL,Quercus ilicifolia,3.0,,
TNCW_10SE,ME,1022,QUIL,Quercus ilicifolia,4.6,,
TNCW_10SE,ME,1022,QUIL,Quercus ilicifolia,2.5,,
TNCW_10SE,ME,1021,ACRU,Acer rubrum,8.7,,
TNCW_10SE,ME,1021,ACRU,Acer rubrum,9.1,,
TNCW_10SE,ME,1021,QUIL,Quercus ilicifolia,3.9,,
TNCW_10SE,ME,1021,BEPO,Betula populifolia,3.3,,
TNCW_10SE,ME,1021,QUIL,Quercus ilicifolia,2.7,,
TNCW_10SE,ME,1021,BEPO,Betula populifolia,5.4,,
TNCW_10SE,ME,1021,QUIL,Quercus ilicifolia,3.6,,
TNCW_10SE,ME,1020,BEPO,Betula populifolia,5.3,,DEAD TOP
TNCW_10SE,ME,1020,QUIL,Quercus ilicifolia,2.5,,
TNCW_10SE,ME,1020,QUIL,Quercus ilicifolia,2.5,,
TNCW_10SE,ME,1020,QUIL,Quercus ilicifolia,2.9,,
TNCW_10SE,ME,1020,BEPO,Betula populifolia,5.0,,
TNCW_10SE,ME,1019,PIST,Pinus strobus,4.6,,
TNCW_10SE,ME,1019,QUIL,Quercus ilicifolia,2.6,,
TNCW_10SE,ME,1018,PIRI,Pinus rigida,8.8,,
TNCW_10SE,ME,1017,QUIL,Quercus ilicifolia,2.6,,
TNCW_10SE,ME,1016,QUIL,Quercus ilicifolia,2.7,,
TNCW_10SE,ME,1016,QUIL,Quercus ilicifolia,2.7,,
TNCW_10SE,ME,1016,QUIL,Quercus ilicifolia,6.2,,
TNCW_10SE,ME,1016,QUIL,Quercus ilicifolia,3.2,,
TNCW_10SE,ME,1015,BEPO,Betula populifolia,2.6,,
